word,start,end,score,speaker
I,1019.977,1019.997,0.028,SPEAKER_01
know.,1020.017,1020.717,0.746,SPEAKER_01
You're,1020.757,1020.918,0.316,SPEAKER_01
my,1020.938,1021.058,0.926,SPEAKER_01
favorite,1021.098,1021.658,0.625,SPEAKER_01
too.,1021.678,1024.782,0.439,SPEAKER_00
If,1024.802,1024.862,0.99,SPEAKER_00
you,1024.902,1025.022,0.944,SPEAKER_00
enjoyed,1025.042,1025.302,0.745,SPEAKER_00
that,1025.322,1025.442,0.839,SPEAKER_00
conversation,1025.503,1026.023,0.969,SPEAKER_00
in,1026.083,1026.123,0.861,SPEAKER_00
the,1026.143,1026.243,0.688,SPEAKER_00
"end,",1026.323,1026.464,0.74,SPEAKER_00
visit,1026.804,1027.004,0.761,SPEAKER_00
theskindeep.com,1027.024,1028.125,0.616,SPEAKER_00
slash,1028.145,1028.426,0.787,SPEAKER_00
shop,1028.446,1028.706,0.885,SPEAKER_00
where,1029.226,1029.367,0.262,SPEAKER_00
you'll,1029.407,1029.527,0.498,SPEAKER_00
find,1029.547,1029.727,0.74,SPEAKER_00
more,1029.767,1030.007,0.67,SPEAKER_00
of,1030.067,1030.107,0.996,SPEAKER_00
our,1030.167,1030.268,0.849,SPEAKER_00
products,1030.328,1030.728,0.827,SPEAKER_00
to,1031.569,1031.609,0.147,SPEAKER_00
create,1031.629,1031.809,0.771,SPEAKER_00
the,1031.849,1031.929,0.896,SPEAKER_00
space,1031.949,1032.27,0.867,SPEAKER_00
to,1032.31,1032.39,0.994,SPEAKER_00
explore,1032.45,1032.85,0.82,SPEAKER_00
the,1032.89,1033.611,0.931,SPEAKER_00
relationships,1033.651,1034.072,0.683,SPEAKER_00
that,1034.092,1034.192,0.795,SPEAKER_00
are,1034.232,1034.312,0.853,SPEAKER_00
most,1034.352,1034.532,0.9,SPEAKER_00
important,1034.592,1034.932,0.765,SPEAKER_00
to,1034.953,1034.993,0.062,SPEAKER_00
you.,1035.013,1035.433,0.869,SPEAKER_00
